brand,condition,ram_gb,storage_gb,carrier,price,usd_discount,user_rating,num_support_tickets_30d,days_since_purchase,expedited_shipping,returned
Samsung,New,6,128,Unlocked,965.81,54.39,4.62,0,29,0,0
Samsung,OpenBox,8,256,Unlocked,778.44,115.71,4.2,0,109,1,0
Apple,New,8,128,Unlocked,804.81,158.65,4.68,0,50,0,0
Samsung,New,12,512,Unlocked,763.57,32.36,4.28,2,86,0,0
OnePlus,OpenBox,8,128,Unlocked,908.41,0.0,5.0,0,69,1,0
Google,New,8,256,Unlocked,749.72,190.85,3.94,0,1,1,0
Samsung,New,6,256,Unlocked,945.9,109.29,3.82,2,109,0,1
Samsung,New,8,128,AT&T,938.42,73.58,4.87,0,57,0,1
Apple,New,12,256,Unlocked,895.13,70.28,3.4,0,68,0,0
Apple,New,12,256,Verizon,898.95,0.0,4.31,0,32,0,0
Apple,New,8,256,Unlocked,725.45,92.52,4.8,1,22,0,1
Samsung,New,16,256,Unlocked,787.97,48.17,3.3,1,5,1,1
Xiaomi,Refurbished,8,256,Unlocked,482.47,83.15,4.43,0,63,0,0
Samsung,New,12,128,T-Mobile,823.63,81.82,3.65,1,38,0,1
Apple,Refurbished,8,64,Unlocked,633.12,0.0,3.48,0,52,1,0
Apple,New,6,128,Verizon,871.97,109.4,3.87,0,117,1,0
Apple,OpenBox,12,256,AT&T,692.81,91.34,4.31,0,77,0,0
Google,New,8,512,Verizon,398.85,99.4,4.05,2,88,0,1
Samsung,OpenBox,12,64,Unlocked,1345.54,68.99,4.95,2,76,0,0
Google,New,6,256,Unlocked,799.09,82.94,4.44,0,21,0,0
Google,New,8,128,Verizon,1168.35,90.37,4.16,3,79,0,0
Apple,New,12,256,AT&T,734.06,96.46,3.75,4,106,0,0
Samsung,New,8,256,AT&T,1223.59,108.54,4.51,1,119,0,1
Xiaomi,Refurbished,6,256,Verizon,596.63,96.97,5.0,1,6,0,1
Samsung,Refurbished,8,256,Unlocked,888.73,190.98,4.05,0,4,1,1
Apple,OpenBox,8,256,AT&T,609.7,36.44,4.11,0,117,0,0
Xiaomi,New,12,64,Verizon,1422.16,57.5,3.87,0,91,0,0
OnePlus,OpenBox,8,256,T-Mobile,795.16,181.58,4.99,0,2,0,0
Samsung,OpenBox,16,128,AT&T,1032.26,70.72,4.86,0,102,0,0
Samsung,New,8,512,Unlocked,949.13,135.9,4.18,3,112,0,0
Apple,New,8,256,Verizon,844.39,88.13,4.1,0,30,0,0
Google,New,8,128,Verizon,963.9,66.33,3.93,2,26,0,0
Samsung,New,8,128,Unlocked,1149.02,139.17,4.26,1,91,0,0
Apple,New,12,128,Unlocked,997.01,111.11,4.91,0,37,0,0
Google,OpenBox,6,512,Unlocked,885.74,0.0,4.42,1,13,0,0
Xiaomi,New,8,128,Unlocked,964.25,90.41,5.0,1,83,1,1
OnePlus,New,12,256,AT&T,1271.31,20.3,4.04,0,65,1,0
Apple,New,8,128,Unlocked,758.3,156.27,3.24,0,33,0,1
Apple,OpenBox,6,256,AT&T,442.14,185.22,5.0,0,39,0,0
Xiaomi,Refurbished,12,256,Unlocked,608.77,192.44,4.51,0,56,0,0
Xiaomi,OpenBox,8,128,AT&T,625.13,101.45,4.79,3,28,1,1
Samsung,New,12,256,AT&T,656.12,52.31,4.01,0,7,0,0
Samsung,New,12,64,AT&T,663.68,99.31,3.72,0,78,0,0
Samsung,New,6,256,Unlocked,844.81,23.62,4.48,1,35,0,0
Samsung,New,8,128,T-Mobile,904.43,220.73,3.4,0,48,0,0
Apple,New,8,256,Unlocked,902.07,151.66,4.27,0,37,0,0
Apple,New,12,128,AT&T,689.34,98.27,4.91,2,20,0,0
Apple,OpenBox,8,256,Unlocked,1068.66,139.82,4.62,1,65,1,0
OnePlus,New,12,128,Unlocked,967.58,50.5,4.53,1,73,0,0
Apple,OpenBox,8,256,Verizon,1197.89,13.52,5.0,2,60,1,1
Apple,New,8,64,Unlocked,1036.29,0.0,4.59,0,61,0,0
Samsung,New,6,128,Unlocked,773.1,84.98,3.45,0,86,0,0
Apple,New,8,256,Unlocked,1137.21,67.51,4.33,2,6,1,0
Apple,New,8,128,Unlocked,910.19,111.16,5.0,0,93,0,0
Samsung,New,8,128,T-Mobile,1025.56,80.78,4.25,0,98,0,1
Samsung,New,16,256,Verizon,1008.49,108.43,5.0,1,19,0,0
Samsung,New,8,128,Unlocked,822.65,128.67,4.91,0,118,0,0
OnePlus,New,12,512,AT&T,872.72,0.0,4.2,1,55,1,0
Apple,New,6,128,Verizon,821.1,132.13,3.86,1,41,1,0
OnePlus,OpenBox,12,512,AT&T,662.35,55.61,4.57,0,36,0,0
OnePlus,OpenBox,6,512,Verizon,378.17,111.05,5.0,1,118,0,0
OnePlus,New,12,128,Unlocked,697.36,141.33,3.61,0,66,1,0
Samsung,New,6,128,Unlocked,893.82,141.75,4.46,0,119,0,0
Samsung,New,6,256,AT&T,1088.83,87.75,3.38,1,86,0,1
Samsung,New,8,256,AT&T,1025.12,90.71,4.23,2,56,1,0
Google,New,8,128,AT&T,788.49,133.51,3.57,0,4,0,0
Apple,New,8,128,Unlocked,700.36,0.0,4.68,1,110,0,0
Xiaomi,New,8,128,AT&T,810.43,22.91,4.06,0,28,0,0
Samsung,Refurbished,16,256,Unlocked,635.5,63.24,4.98,0,94,0,0
Google,New,8,256,Verizon,384.64,0.03,4.13,0,16,1,0
Samsung,OpenBox,8,128,Unlocked,510.07,63.7,4.08,1,100,1,1
Apple,New,12,256,AT&T,1152.44,60.42,3.59,1,4,1,0
Samsung,New,12,256,T-Mobile,1258.6,85.23,4.6,1,15,1,1
Samsung,Refurbished,8,512,Unlocked,1015.87,76.59,4.65,1,36,0,1
Samsung,New,8,128,AT&T,837.21,144.16,4.87,0,93,1,0
Apple,New,6,128,Verizon,543.54,114.38,4.73,0,119,0,0
Apple,Refurbished,8,128,Unlocked,814.55,75.74,4.6,2,29,1,0
Samsung,New,8,256,Unlocked,984.6,60.0,4.7,0,69,0,0
Samsung,New,12,128,AT&T,1032.57,77.15,4.75,0,89,1,0
Xiaomi,New,12,128,Unlocked,1001.54,78.21,4.85,0,106,1,0
Apple,New,6,256,Unlocked,1116.1,231.13,3.64,1,29,0,0
Apple,New,6,256,T-Mobile,1277.45,0.0,4.17,1,14,0,0
Apple,New,8,128,Verizon,760.9,24.42,3.59,2,94,0,0
Samsung,OpenBox,8,128,AT&T,1467.17,15.62,4.57,0,4,0,0
Samsung,New,8,128,Verizon,405.61,96.16,5.0,0,107,0,0
Samsung,New,8,128,Unlocked,678.77,93.78,4.85,0,48,0,0
Xiaomi,New,8,128,AT&T,894.0,45.62,4.1,0,60,1,0
Apple,New,16,128,Unlocked,970.79,133.77,4.65,1,60,0,0
Google,Refurbished,8,64,Unlocked,810.04,102.18,4.57,1,52,0,0
Apple,New,6,512,Verizon,740.93,136.29,4.52,0,2,0,0
Apple,New,8,512,T-Mobile,1334.57,152.21,3.75,0,18,0,0
Samsung,OpenBox,8,64,Unlocked,730.43,0.0,5.0,0,43,0,0
Apple,OpenBox,8,256,T-Mobile,625.74,121.14,3.81,0,29,0,0
Samsung,Refurbished,8,64,AT&T,1221.98,2.6,4.22,2,98,1,0
Samsung,New,8,256,Unlocked,1036.81,94.96,4.88,0,119,0,0
Google,New,12,512,Unlocked,1090.84,75.63,4.21,1,25,0,0
Samsung,New,16,256,Unlocked,893.09,78.19,4.44,0,87,0,0
Samsung,New,8,256,Verizon,547.28,7.72,4.46,1,61,1,0
Samsung,OpenBox,6,128,Unlocked,868.62,141.83,4.43,0,92,0,0
Apple,New,8,128,Unlocked,516.99,2.57,4.46,1,91,0,0
Apple,New,8,128,Unlocked,903.31,125.03,4.51,1,97,0,0
Samsung,Refurbished,16,128,T-Mobile,993.75,0.0,4.44,1,115,0,0
Xiaomi,Refurbished,8,256,Unlocked,1086.59,78.93,3.95,0,70,0,0
Apple,New,12,128,Unlocked,829.67,188.26,3.62,1,110,0,0
Samsung,Refurbished,16,128,Unlocked,1014.58,221.7,4.9,1,53,0,0
Google,New,8,256,Unlocked,651.15,0.0,4.92,0,6,0,0
OnePlus,New,8,256,Unlocked,1062.66,37.73,4.57,1,42,0,1
Samsung,New,8,256,AT&T,998.41,48.64,4.56,0,83,0,0
Samsung,Refurbished,8,256,Verizon,673.94,215.3,3.94,2,4,0,1
Google,Refurbished,8,256,Unlocked,966.68,75.9,3.18,0,99,0,0
OnePlus,New,16,64,AT&T,1089.74,144.48,4.28,1,97,0,0
Apple,New,8,256,Unlocked,867.3,97.98,3.45,1,28,0,1
Xiaomi,New,8,128,AT&T,669.05,8.05,4.49,1,103,0,0
Apple,New,6,128,Unlocked,889.11,0.0,5.0,0,93,1,0
OnePlus,OpenBox,6,512,T-Mobile,971.54,43.21,4.09,1,41,1,0
Apple,New,8,128,T-Mobile,667.4,219.01,4.12,0,111,0,1
Apple,OpenBox,12,128,AT&T,628.32,95.46,3.9,0,62,0,0
Apple,New,8,128,Unlocked,964.76,143.26,4.42,1,54,0,0
Samsung,New,8,512,Unlocked,1031.13,0.0,4.38,1,69,0,0
Apple,New,6,512,AT&T,1322.95,60.49,3.89,1,118,0,0
Apple,Refurbished,8,64,Unlocked,996.46,126.73,4.86,1,79,0,0
Samsung,New,8,256,Unlocked,584.0,14.53,5.0,0,62,1,0
Samsung,New,12,128,Unlocked,1298.75,76.16,4.99,1,78,0,0
Google,New,8,256,Unlocked,1082.1,27.21,4.34,0,88,0,0
OnePlus,Refurbished,12,128,Unlocked,408.84,129.59,4.34,0,24,0,0
Samsung,OpenBox,12,128,Unlocked,623.34,103.91,4.14,0,64,1,0
Apple,OpenBox,8,256,Verizon,741.86,121.0,4.13,1,82,0,0
Apple,New,8,512,Unlocked,1034.38,132.26,4.88,0,23,0,0
OnePlus,OpenBox,12,128,Unlocked,326.52,66.34,4.9,0,90,0,0
Apple,New,16,64,Unlocked,823.8,140.19,3.82,1,2,0,1
Samsung,OpenBox,8,512,T-Mobile,1021.83,44.61,4.58,1,3,0,0
Xiaomi,New,8,128,Verizon,226.5,117.54,4.96,2,47,0,0
Xiaomi,New,8,128,Verizon,1014.29,0.0,4.22,0,74,0,0
Samsung,Refurbished,12,256,AT&T,1040.73,35.22,4.29,1,15,1,0
Samsung,Refurbished,16,128,Verizon,663.74,218.95,4.75,1,50,0,0
Samsung,New,16,128,Unlocked,596.28,116.66,4.76,0,23,1,0
Google,New,6,128,Verizon,660.3,116.68,4.61,1,106,0,0
Apple,OpenBox,8,64,Unlocked,262.14,30.57,4.53,1,88,0,0
Apple,Refurbished,12,256,Verizon,778.24,14.35,4.59,0,113,0,0
Samsung,OpenBox,8,256,Unlocked,898.31,64.14,4.26,0,45,0,0
Apple,New,16,128,T-Mobile,581.75,75.97,3.84,1,70,1,0
Samsung,New,8,256,Unlocked,1063.85,194.87,3.62,0,43,0,0
Apple,OpenBox,12,128,Unlocked,872.56,141.14,4.7,0,48,0,1
OnePlus,OpenBox,12,64,Verizon,907.2,86.54,4.45,1,66,0,0
Google,OpenBox,6,256,Unlocked,761.56,83.94,4.63,1,112,0,0
Samsung,New,6,128,Unlocked,1013.47,125.49,3.99,0,104,0,0
Google,New,12,256,T-Mobile,1133.92,0.87,4.45,0,33,1,0
Apple,New,6,128,AT&T,760.35,0.0,4.44,0,37,0,0
Samsung,OpenBox,12,256,AT&T,1017.43,124.6,5.0,2,59,0,0
Apple,New,8,512,Unlocked,1019.85,84.32,4.83,2,91,0,0
OnePlus,New,8,128,Unlocked,941.93,1.27,4.03,0,43,1,0
OnePlus,OpenBox,8,512,Unlocked,1218.95,0.0,4.65,2,8,1,0
OnePlus,OpenBox,16,128,Verizon,690.17,133.63,4.03,1,19,1,0
OnePlus,New,12,64,Verizon,757.26,48.71,3.09,1,48,0,0
Xiaomi,OpenBox,12,128,Unlocked,679.07,104.02,5.0,2,107,0,0
Apple,New,12,256,Unlocked,1009.5,64.17,4.21,1,83,1,1
Xiaomi,New,8,256,Unlocked,790.05,77.95,4.92,0,30,1,0
Samsung,New,16,512,Unlocked,696.94,44.46,4.07,2,71,0,1
Samsung,New,8,256,Unlocked,1215.89,75.41,4.0,0,95,1,0
Samsung,Refurbished,8,128,Unlocked,1248.09,114.62,4.13,0,34,1,0
Apple,Refurbished,8,512,Unlocked,777.69,63.46,4.53,0,90,1,0
Apple,New,8,512,Unlocked,549.17,60.03,4.49,1,77,1,0
Apple,OpenBox,12,256,Unlocked,1259.97,116.45,4.65,0,80,1,0
Apple,New,8,256,Unlocked,953.56,120.45,4.15,0,16,1,0
Samsung,OpenBox,12,256,AT&T,942.56,11.75,4.42,1,13,0,0
OnePlus,OpenBox,16,128,Unlocked,873.1,78.27,3.98,1,55,0,0
Samsung,New,8,512,Unlocked,673.93,48.57,5.0,0,48,1,0
Samsung,New,6,512,Unlocked,759.08,80.82,3.74,0,37,0,0
Samsung,New,12,256,Unlocked,999.1,166.04,3.99,1,111,1,0
Samsung,New,6,128,Unlocked,751.54,101.54,4.19,0,30,0,0
Apple,Refurbished,12,128,Unlocked,945.26,209.85,5.0,1,44,0,0
OnePlus,New,8,512,Unlocked,852.94,93.18,4.78,1,6,0,0
Apple,New,8,512,AT&T,617.48,70.01,3.97,0,3,0,0
Google,New,8,256,AT&T,1206.65,78.82,4.81,0,39,0,0
Google,Refurbished,8,512,Unlocked,980.69,88.56,4.66,2,87,0,0
Samsung,New,8,256,Unlocked,922.74,99.37,4.54,3,71,0,1
OnePlus,OpenBox,8,512,T-Mobile,972.1,20.48,4.75,2,82,1,1
Apple,New,8,128,Unlocked,455.56,66.01,4.43,1,90,0,0
OnePlus,New,12,128,T-Mobile,741.5,36.54,4.49,0,70,0,0
Google,New,6,256,AT&T,513.99,141.78,3.62,1,54,0,0
Google,New,8,128,Unlocked,877.43,0.0,5.0,0,44,1,1
Samsung,New,6,128,Unlocked,921.7,89.41,4.18,1,5,0,0
OnePlus,OpenBox,8,256,Unlocked,881.09,0.0,3.78,1,39,1,0
Xiaomi,OpenBox,6,64,AT&T,1109.29,105.93,4.15,0,60,0,0
Samsung,New,12,256,Unlocked,520.58,56.07,4.17,0,28,1,1
Google,New,6,64,Verizon,674.16,0.0,4.0,1,17,0,0
Google,New,12,256,Unlocked,941.16,136.53,4.79,1,71,1,0
Samsung,New,8,128,AT&T,908.07,0.0,4.89,0,58,0,0
Xiaomi,OpenBox,8,256,AT&T,560.61,78.11,3.42,1,119,1,0
Samsung,OpenBox,6,256,Unlocked,1113.24,121.47,4.14,0,98,0,0
Samsung,OpenBox,12,128,Unlocked,1189.51,162.6,4.18,0,94,0,1
Apple,New,16,128,Unlocked,943.63,0.0,4.31,0,60,0,0
Apple,New,8,64,AT&T,518.0,49.04,5.0,1,78,0,0
OnePlus,New,16,128,AT&T,885.14,145.02,3.99,0,106,0,0
Samsung,Refurbished,8,128,Unlocked,924.88,149.07,5.0,0,68,0,0
Samsung,New,8,128,AT&T,790.19,156.84,4.33,0,31,1,0
Apple,Refurbished,12,256,Unlocked,1146.39,233.69,5.0,2,84,0,1
Samsung,New,6,128,Unlocked,824.49,49.48,4.24,1,15,0,0
Google,New,8,128,T-Mobile,1313.0,102.34,4.19,1,60,0,0
OnePlus,OpenBox,6,128,Unlocked,1022.29,59.25,4.39,0,102,0,0
Apple,New,12,128,AT&T,910.74,0.0,5.0,0,101,0,0
Samsung,New,8,256,Unlocked,1052.49,74.6,4.48,0,93,0,0
Samsung,New,12,256,Verizon,1186.79,0.0,4.5,1,70,0,0
Samsung,Refurbished,8,256,Unlocked,1047.79,48.75,4.72,0,42,0,1
Samsung,New,16,128,Unlocked,833.32,0.0,3.96,1,30,0,0
Samsung,Refurbished,6,128,Unlocked,704.82,106.33,4.57,0,60,1,0
Samsung,New,8,128,AT&T,603.14,33.29,4.09,0,68,0,0
Samsung,New,8,256,Unlocked,313.04,0.0,5.0,1,39,0,0
Samsung,New,6,128,Unlocked,888.33,131.94,4.61,0,30,0,0
Samsung,New,6,256,Unlocked,764.71,43.77,4.75,0,92,0,0
Google,Refurbished,12,256,Unlocked,776.49,54.07,3.38,1,64,0,1
Google,Refurbished,8,256,Verizon,1076.35,21.33,4.75,1,58,0,0
Apple,Refurbished,8,256,Verizon,825.34,148.94,4.31,0,96,0,0
Google,Refurbished,16,512,Verizon,1266.92,96.23,3.68,1,116,0,0
OnePlus,New,8,128,Unlocked,723.92,43.21,4.45,0,87,0,0
Apple,New,6,128,Unlocked,636.39,0.0,3.64,3,93,0,0
Samsung,OpenBox,6,512,Unlocked,573.32,230.64,4.71,1,33,0,1
Apple,New,6,256,Unlocked,1009.01,198.76,5.0,0,103,0,0
Google,OpenBox,8,128,T-Mobile,1103.33,166.59,3.5,1,87,0,0
Apple,New,12,128,Unlocked,719.23,37.81,4.39,0,67,1,0
Samsung,New,8,128,T-Mobile,615.92,49.94,4.32,1,15,0,0
Apple,New,6,256,Unlocked,1186.66,104.04,3.41,0,63,1,0
Samsung,New,8,128,AT&T,530.91,26.37,4.86,0,77,0,0
Xiaomi,New,8,64,AT&T,1072.25,20.64,4.71,1,24,0,0
Samsung,New,8,64,Verizon,724.38,167.51,5.0,0,38,0,0
OnePlus,New,16,512,Verizon,937.36,76.69,4.65,1,94,1,1
Xiaomi,New,8,256,Unlocked,1086.92,12.81,3.96,0,74,1,0
OnePlus,New,8,128,AT&T,954.78,137.16,4.66,2,29,0,0
Apple,New,12,512,Unlocked,785.04,45.57,5.0,1,103,0,0
Google,New,12,128,Unlocked,1157.14,0.0,4.17,0,101,0,0
Apple,OpenBox,12,256,Unlocked,913.6,11.91,4.83,0,16,1,0
Samsung,New,12,256,Unlocked,1660.15,49.01,3.22,1,8,0,0
OnePlus,New,8,128,T-Mobile,474.87,93.2,5.0,1,83,1,0
Google,New,8,256,Unlocked,471.62,90.3,4.8,0,9,0,0
Samsung,New,12,512,Unlocked,1068.74,153.67,3.13,0,82,0,1
Samsung,New,12,128,Unlocked,843.01,65.78,4.59,0,65,1,0
Google,New,12,64,Verizon,1024.37,52.06,3.41,0,91,0,0
Google,New,8,256,AT&T,608.36,154.7,4.09,0,4,1,0
Samsung,New,12,128,T-Mobile,861.91,138.72,4.74,1,116,0,0
OnePlus,New,8,256,Verizon,950.61,67.19,4.33,1,11,0,0
Apple,New,6,128,Unlocked,730.38,97.52,5.0,1,58,0,0
Apple,New,8,256,Unlocked,901.0,51.48,4.43,0,97,0,0
Samsung,New,8,256,Unlocked,550.46,10.27,4.38,0,17,1,0
Xiaomi,New,12,512,Verizon,936.86,211.83,4.95,1,90,1,0
Apple,OpenBox,8,128,T-Mobile,1168.0,47.49,4.23,0,83,1,0
Apple,New,12,512,Unlocked,577.73,97.7,4.39,0,105,0,0
Apple,New,8,256,Unlocked,564.45,0.0,4.45,0,65,0,0
OnePlus,New,6,256,Verizon,1111.78,124.19,4.37,0,37,0,0
Apple,New,8,256,Verizon,560.56,7.65,4.98,1,97,0,0
Samsung,New,8,128,Verizon,1034.93,180.68,4.07,0,19,0,0
Xiaomi,OpenBox,12,256,Unlocked,862.18,187.84,3.98,0,95,0,0
Apple,OpenBox,8,128,Unlocked,758.08,113.94,3.87,0,20,0,0
Samsung,New,8,128,Unlocked,1172.64,86.89,3.33,0,88,1,0
Samsung,New,8,256,Unlocked,1054.19,68.76,5.0,0,5,0,0
Google,OpenBox,6,64,AT&T,911.54,77.15,3.95,0,48,1,0
Apple,New,6,256,Unlocked,376.41,104.55,4.28,0,106,0,0
Samsung,New,16,128,Unlocked,1006.7,85.38,5.0,0,57,0,0
Apple,OpenBox,6,128,T-Mobile,614.41,138.9,4.33,1,4,0,1
Google,New,6,256,Unlocked,801.3,24.9,4.66,0,110,1,0
Google,New,12,128,Unlocked,851.61,171.68,3.69,0,72,0,0
Apple,New,12,512,T-Mobile,1267.4,54.64,5.0,1,52,0,0
Samsung,New,8,512,Unlocked,794.29,35.25,4.34,2,106,0,0
OnePlus,New,8,128,AT&T,536.99,101.76,3.89,0,70,1,0
Apple,New,16,128,Unlocked,1173.32,105.59,3.89,0,72,0,1
Apple,New,6,64,T-Mobile,1009.66,0.0,5.0,0,82,1,1
Samsung,New,8,256,Unlocked,1017.85,51.13,4.11,0,21,0,0
Apple,New,12,128,Unlocked,1177.45,0.0,3.9,3,14,1,0
Apple,OpenBox,12,512,T-Mobile,1229.11,39.46,4.18,2,73,0,1
Samsung,New,16,512,Verizon,653.82,42.04,4.42,2,92,0,0
Apple,OpenBox,8,128,Unlocked,543.98,97.85,4.48,2,115,1,0
Samsung,New,16,256,Unlocked,1035.34,32.73,4.62,0,2,0,0
Google,New,8,128,Unlocked,792.26,46.94,4.52,0,10,0,0
Samsung,New,12,256,Unlocked,812.21,158.23,4.72,1,117,0,0
Apple,New,12,128,Unlocked,603.23,203.85,4.26,0,21,0,0
OnePlus,New,6,256,Unlocked,978.46,24.75,5.0,0,68,0,0
Apple,OpenBox,8,128,T-Mobile,938.47,141.16,4.16,0,57,0,0
Google,Refurbished,8,512,AT&T,815.79,103.27,5.0,0,20,0,0
Samsung,OpenBox,12,128,T-Mobile,544.56,0.0,4.1,0,92,0,0
Google,New,6,256,Unlocked,1116.01,32.53,3.69,1,94,0,0
Apple,New,12,512,Unlocked,906.25,0.0,3.57,2,34,0,0
Apple,New,8,256,Verizon,1095.93,99.41,4.55,0,101,0,0
Samsung,New,8,256,Unlocked,387.34,15.39,4.98,0,73,0,0
Apple,OpenBox,8,128,Unlocked,862.5,88.04,3.82,2,25,1,0
Apple,OpenBox,16,128,AT&T,692.28,234.26,3.96,1,32,0,1
Google,New,6,128,Verizon,857.95,175.59,4.59,2,5,0,0
OnePlus,Refurbished,8,512,Unlocked,1057.51,33.98,4.4,2,68,1,0
Apple,OpenBox,6,128,Unlocked,931.39,19.47,4.11,0,63,1,0
OnePlus,New,16,128,Unlocked,853.99,157.58,3.76,2,22,1,0
Google,Refurbished,12,256,Verizon,852.81,19.71,4.55,0,77,0,0
OnePlus,New,8,128,Unlocked,506.85,139.47,4.73,0,37,1,1
Google,New,8,512,T-Mobile,650.56,244.15,4.65,1,21,1,1
Samsung,New,8,128,Unlocked,1096.68,120.53,4.41,1,22,0,1
Samsung,New,8,64,Unlocked,738.78,151.04,3.87,0,67,0,0
Samsung,New,12,256,AT&T,1100.89,144.08,4.56,0,111,0,0
OnePlus,Refurbished,8,256,T-Mobile,1031.8,46.57,4.52,1,63,0,1
Apple,New,8,512,AT&T,1043.43,97.41,3.74,0,74,0,0
Apple,New,12,128,Unlocked,923.24,22.61,4.25,0,103,0,0
Apple,New,8,128,Unlocked,754.08,157.4,4.58,0,78,1,0
Xiaomi,New,6,128,Verizon,816.75,14.89,4.36,1,98,1,0
Samsung,OpenBox,6,128,AT&T,990.88,122.06,3.42,1,64,1,1
Samsung,New,8,256,T-Mobile,382.36,147.9,4.08,0,16,0,0
OnePlus,Refurbished,8,128,Unlocked,1123.63,50.5,4.05,1,79,0,0
Xiaomi,New,6,256,Verizon,739.97,36.74,4.68,0,85,1,0
Apple,New,8,512,Unlocked,831.02,69.82,5.0,0,54,0,1
Google,New,8,128,Unlocked,832.91,26.45,4.47,1,60,0,0
OnePlus,New,12,256,Unlocked,841.24,89.38,3.8,0,12,0,1
Apple,Refurbished,6,128,Unlocked,561.0,24.98,4.32,1,56,0,1
Google,New,8,256,Unlocked,883.38,29.33,4.41,2,110,0,1
Apple,New,6,128,Unlocked,980.76,112.81,4.78,1,20,1,0
Samsung,New,8,256,Verizon,400.22,117.05,5.0,0,77,0,0
Samsung,OpenBox,6,128,Verizon,563.83,62.39,5.0,0,89,1,0
Apple,New,8,64,Unlocked,1047.09,0.0,4.67,1,86,0,0
Apple,OpenBox,12,128,Verizon,1006.16,150.25,4.4,0,104,0,0
Apple,OpenBox,6,128,Unlocked,915.72,53.1,5.0,3,24,1,0
Apple,New,12,512,Unlocked,699.93,203.74,4.23,1,25,1,0
Samsung,New,8,128,T-Mobile,1007.43,72.06,4.43,0,40,1,0
Apple,New,8,512,Unlocked,585.36,88.15,4.28,0,4,0,0
Apple,New,8,128,Unlocked,819.79,54.09,3.33,1,1,0,1
Google,Refurbished,8,128,Verizon,562.57,94.6,5.0,0,73,1,1
Google,New,12,128,Unlocked,814.36,288.59,4.74,0,36,0,0
Samsung,OpenBox,12,128,Unlocked,623.31,59.06,3.21,1,117,1,1
Xiaomi,New,12,256,AT&T,1016.28,156.58,4.9,0,102,0,0
Samsung,New,8,128,Verizon,945.3,85.44,4.25,1,81,1,0
OnePlus,OpenBox,12,512,Unlocked,724.47,150.43,4.89,0,98,0,0
Apple,New,6,64,T-Mobile,1089.87,0.0,4.44,0,31,0,0
Google,New,8,128,Unlocked,639.61,196.69,3.72,0,84,0,0
Xiaomi,New,6,128,Unlocked,842.24,100.46,4.41,2,104,1,1
OnePlus,New,6,256,Unlocked,714.74,63.93,3.95,2,19,0,0
Samsung,OpenBox,8,256,Unlocked,1013.32,134.2,3.79,2,65,0,0
Samsung,New,12,512,T-Mobile,991.56,88.63,4.83,0,118,0,0
Apple,OpenBox,6,128,AT&T,1136.43,11.13,4.6,0,61,0,0
Samsung,New,8,64,Unlocked,868.26,0.0,5.0,2,98,0,0
Google,New,8,256,Unlocked,200.0,189.56,4.2,2,7,0,0
Xiaomi,New,16,256,Unlocked,755.21,66.63,3.92,0,42,1,0
Samsung,OpenBox,12,256,Verizon,1194.36,43.22,4.72,0,8,0,0
Apple,New,6,128,Unlocked,778.5,47.89,3.98,0,86,0,0
Samsung,New,6,256,T-Mobile,428.14,167.87,4.24,0,69,1,0
Apple,New,8,128,Unlocked,948.85,50.59,4.66,0,24,0,0
Apple,New,8,512,Unlocked,965.29,118.66,4.34,0,96,0,1
Apple,OpenBox,16,128,T-Mobile,690.02,59.92,4.16,1,65,0,0
Google,New,16,256,T-Mobile,795.72,4.71,3.7,0,90,1,0
Apple,Refurbished,16,128,Unlocked,663.59,134.08,4.87,0,85,1,0
Apple,New,8,256,Unlocked,964.97,146.18,4.22,0,112,1,0
Apple,New,12,512,T-Mobile,862.45,39.24,4.71,1,28,1,1
OnePlus,New,12,512,Verizon,593.53,77.73,4.64,0,60,0,1
Google,OpenBox,6,128,Verizon,847.9,85.82,4.95,0,20,0,0
Apple,New,8,128,Verizon,688.73,106.71,4.28,0,74,1,0
Apple,New,8,256,T-Mobile,1171.43,198.28,4.23,2,44,0,0
Samsung,New,8,256,Unlocked,1046.61,60.57,3.85,0,75,1,0
Apple,New,16,256,Unlocked,823.1,60.2,4.13,2,9,0,0
Samsung,New,12,128,Unlocked,867.83,69.48,4.57,2,46,0,0
Samsung,Refurbished,8,128,AT&T,1073.03,23.47,3.99,2,56,0,0
Xiaomi,New,8,128,Unlocked,811.81,0.0,4.56,3,1,0,0
Apple,New,6,256,Unlocked,1016.85,88.03,5.0,1,16,0,1
Samsung,New,8,128,Verizon,1175.02,111.64,4.18,0,100,0,0
Apple,New,6,128,Unlocked,742.01,80.15,3.74,0,59,0,0
Xiaomi,New,8,256,T-Mobile,1212.15,76.24,4.19,0,8,0,0
Xiaomi,Refurbished,12,256,Unlocked,1148.13,26.08,3.69,0,17,0,0
Google,New,12,512,AT&T,904.68,95.14,5.0,2,115,0,0
Samsung,OpenBox,12,128,Verizon,752.34,90.19,4.44,1,21,1,0
Apple,New,6,128,Unlocked,901.94,108.49,4.04,0,101,0,0
Google,OpenBox,12,256,Unlocked,796.21,99.42,4.12,1,30,0,0
Google,New,6,128,Unlocked,675.59,103.63,3.81,0,13,0,0
Apple,Refurbished,8,256,AT&T,967.1,159.13,4.91,0,100,0,0
Samsung,New,8,128,AT&T,624.82,114.33,5.0,3,15,1,0
Samsung,New,6,256,Unlocked,775.52,108.84,3.65,1,98,0,1
